ID	Protein IDs	Gene Names	ENSEMBL	REFSEQ	Uniprot	VEGA	FPR	Mascot Score	Peptides	Unique Peptides	Assigned Peptides	log2FC count let7	log2FC count miR1	log2FC count miR155	log2FC count miR16	log2FC count miR30	log2FC median let7	log2FC median miR1	log2FC median miR155	log2FC median miR16	log2FC median miR30
4320	IPI:IPI00387022.1;IPI:IPI00827485.1;IPI:IPI00387027.1;IPI:IPI00387094.1;IPI:IPI00387099.1;IPI:IPI00387100.1;IPI:IPI00387101.1;IPI:IPI00003469.1;IPI:IPI00385614.1;IPI:IPI00382577.1;IPI:IPI00398220.1;IPI:IPI00829980.2;IPI:IPI00384398.1	-;-;-;-;-;-;-;-;-;-;-;-;-			P01593;P01599;P01600;P01607;P01608;P01609;P01610;P80362;A2NI60;Q96PF6;Q96SA9;Q9UL77;Q9UL70;Q9UL81		2.91E-103	124.15	2	2	2	3	0	0	0	0	0.24				
4321	IPI:IPI00387117.5;IPI:IPI00385252.1	IGKV3D-20;-			P01622;P04206		3.35E-255	211.4	3	1	2	0	0	0	0	0					
4322	IPI:IPI00387120.1;IPI:IPI00026197.7;IPI:IPI00386132.1;IPI:IPI00386133.1;IPI:IPI00385143.1	-;IGKV4-1;-;-;-	ENSP00000374778		P01625;P06312;P06313;P06314;Q9NP29	OTTHUMP00000165051	3.83E-131	157.87	2	2	2	0	0	0	0	0					
4323	IPI:IPI00387156.3;IPI:IPI00328342.4;IPI:IPI00021058.1;IPI:IPI00719704.1;IPI:IPI00794077.1	SLC4A7;SLC4A7;SLC4A7;SLC4A7	ENSP00000334609;ENSP00000295736	NP_003606	Q9Y6M7-2;Q9Y6M7-1;Q9Y6M7-3;Q9Y6M7-4;A6NIA8	OTTHUMP00000081761;OTTHUMP00000081760;OTTHUMP00000170504;OTTHUMP00000170505;OTTHUMP00000170503	3.64E-56	312.25	8	2	8	1	38	0	1	19		0.48			-0.92
4324	IPI:IPI00387168.1;IPI:IPI00387169.1	PCSK9			Q8NBP7-1		3.51E-40	222.65	5	5	5	0	1	0	0	7					0.17
4325	IPI:IPI00394665.3;IPI:IPI00394668.1;IPI:IPI00760588.1	ADAR;ADAR;ADAR	ENSP00000357459;ENSP00000292205;ENSP00000357456;ENSP00000376294	NP_001102;NP_001020278	P55265-1;P55265-4;P55265-5;Q5VT72;Q59EC0;Q5VT73	OTTHUMP00000035372;OTTHUMP00000035373	0	1804.45	41	3	41	85	53	112	141	56	-0.05	-1.93	-0.04	0.18	0.11
4326	IPI:IPI00844460.1;IPI:IPI00394673.1;IPI:IPI00394678.1;IPI:IPI00394675.1;IPI:IPI00394671.3;IPI:IPI00793984.1;IPI:IPI00429312.1;IPI:IPI00854621.1;IPI:IPI00477713.2;IPI:IPI00478975.1;IPI:IPI00397659.1;IPI:IPI00394669.1;IPI:IPI00394677.2;IPI:IPI00394683.1;IPI:IPI00786876.1;IPI:IPI00786962.1	-;KRTAP10-1;KRTAP10-3;KRTAP10-5;KRTAP10-4;KRTAP10-7;KRTAP10-7;KRTAP10-9;KRTAP10-4;-;KRTAP10-12;KRTAP10-2;KRTAP10-4;KRTAP10-8;KRTAP10-12;KRTAP10-2;KRTAP10-2	ENSP00000348490;ENSP00000383226;ENSP00000375478;ENSP00000383223;ENSP00000369445;ENSP00000375477;ENSP00000334197;ENSP00000333987;ENSP00000341226;ENSP00000375479;ENSP00000383225;ENSP00000335565;ENSP00000383216	NP_941964;NP_941969;NP_941967;NP_941962;NP_941963;NP_941966;NP_941960;NP_941968;NP_941972;XP_001134008;XP_001134010	P60331;P60369;P60370;P60409-1;P60409-2;P60411;P60368;P60372;P60410;P60413;A3KN67;A8MPQ5;Q0VAR0;Q0VAR1;Q0VAR7;Q0VDJ8;A2RRG1;A6NIR9;A6NJ17;A6NLG7	OTTHUMP00000063323;OTTHUMP00000063324;OTTHUMP00000063334;OTTHUMP00000063331;OTTHUMP00000063333;OTTHUMP00000063321;OTTHUMP00000063336;OTTHUMP00000063328;OTTHUMP00000063325	8.83E-16	117.15	2	2	2	0	5	0	0	0		0.05			
4327	IPI:IPI00394679.3;IPI:IPI00394676.1	WHSC2;WHSC2	ENSP00000330311;ENSP00000372335	NP_005654	Q9H3P2-5;Q9H3P2-1;A2A2T1;Q53GS8	OTTHUMP00000114626	5.86E-106	144.84	3	3	3	1	0	3	0	0			0.06		
4329	IPI:IPI00873898.1;IPI:IPI00394737.1;IPI:IPI00163644.2;IPI:IPI00790135.1;IPI:IPI00790654.1	OSBPL8;OSBPL8;OSBPL8;OSBPL8	ENSP00000376940;ENSP00000376939;ENSP00000261183	NP_001003712;NP_065892	Q9BZF1-2;Q9BZF1-1;Q68D75;A8K1T2;Q5HYM3;Q641R2;Q96N80	OTTHUMP00000168549;OTTHUMP00000168550;OTTHUMP00000168551	9.43E-266	636.86	14	12	14	17	21	17	21	19	0.03	0.03	0	0.25	-0.29
4330	IPI:IPI00394788.4	AARS2	ENSP00000244571	NP_065796	Q5JTZ9;A2RRN5;A2VCL8	OTTHUMP00000016528	0	1001.54	21	21	21	25	14	29	16	18	-0.07	0.31	0.14	-0.11	-0.11
4331	IPI:IPI00394809.1	APOOL	ENSP00000362264;ENSP00000362268	NP_940852	Q6UXV4;Q68DW4	OTTHUMP00000023621	3.15E-230	503.13	10	10	10	20	16	19	24	13	0.02	0.23	0.14	0.31	0.13
4332	IPI:IPI00394815.4;IPI:IPI00856118.1	RSBN1L;RSBN1L	ENSP00000334040	NP_940869	Q6PCB5-1;Q6PCB5-2		1.73E-07	81.01	4	4	4	0	0	2	3	0				-0.17	
4333	IPI:IPI00394816.2;IPI:IPI00807526.1	C6orf167;C6orf167	ENSP00000275053;ENSP00000358254	NP_940870	Q6ZRQ5-1;Q6ZRQ5-2	OTTHUMP00000016886	1.38E-17	143.69	5	5	5	4	3	3	0	3	-0.45	-0.37	-0.39		0.2
4334	IPI:IPI00394829.3;IPI:IPI00784320.1	FAM83H;FAM83H	ENSP00000373565;ENSP00000378535;ENSP00000313540	NP_940890	A0JLS2;Q6ZRV2;Q8N4W0	OTTHUMP00000164909;OTTHUMP00000178414	8.16E-146	418.43	9	7	9	2	2	11	2	0			0.45		
4336	IPI:IPI00394926.1	POLD3	ENSP00000263681	NP_006582	Q15054;Q05BV7;Q32MZ9;Q32N00;Q569I8;Q8WUF6		1.70E-05	62.62	2	2	2	2	0	2	0	0					
4338	IPI:IPI00395347.2;IPI:IPI00797384.1;IPI:IPI00418689.2;IPI:IPI00395837.3;IPI:IPI00788748.1;IPI:IPI00043638.1;IPI:IPI00791031.1	LARP4;LARP4;LARP4;LARP4;LARP4;LARP4	ENSP00000381490;ENSP00000293618;ENSP00000381482;ENSP00000340901;ENSP00000344664	NP_443111;NP_954658;NP_954660	Q71RC2-1;Q71RC2-2;A8K6T1;Q6P4E2;Q6ZV14;Q8TBL5;Q96J85;Q8WVX5	OTTHUMP00000167455;OTTHUMP00000167454;OTTHUMP00000167457;OTTHUMP00000167459;OTTHUMP00000167456;OTTHUMP00000167458	1.22E-79	464.17	13	12	13	18	27	13	11	15	-0.16	0.25	-0.16	-0.26	-0.37
4339	IPI:IPI00395420.5;IPI:IPI00072541.4;IPI:IPI00100313.2;IPI:IPI00644890.3;IPI:IPI00478550.2	PCID2;PCID2;PCID2;PCID2;PCID2	ENSP00000337405;ENSP00000364626;ENSP00000364628;ENSP00000327335;ENSP00000364611;ENSP00000246505;ENSP00000246506;ENSP00000364606;ENSP00000364608	NP_060856	Q5JVF3-1;Q5JVF3-3;Q5JVF3-4;Q5JVF3-2;A8K097;A6NC39;A6NK09;A6NM51	OTTHUMP00000018756;OTTHUMP00000018758;OTTHUMP00000018760;OTTHUMP00000018755;OTTHUMP00000018757;OTTHUMP00000018759;OTTHUMP00000018761	1.06E-197	735.19	16	16	16	16	6	30	23	12	-0.08	0.22	-0.08	-0.15	0.18
4340	IPI:IPI00395463.3;IPI:IPI00789431.1	CHMP7;CHMP7	ENSP00000324491;ENSP00000380794	NP_689485	Q8WUX9	OTTHUMP00000162592;OTTHUMP00000177195;OTTHUMP00000177196	1.10E-13	94.04	3	3	3	0	0	0	0	5					-0.02
4341	IPI:IPI00395474.1	SAMD1	ENSP00000269724;ENSP00000380611	NP_612361	Q6SPF0	OTTHUMP00000067430;OTTHUMP00000076966	1.01E-12	134.71	3	3	3	0	0	0	1	0					
4342	IPI:IPI00395488.2;IPI:IPI00745461.1	VASN;VASN	ENSP00000306864	NP_612449	Q6EMK4;A6NCM3	OTTHUMP00000080941;OTTHUMP00000159843	3.42E-265	455.78	10	10	10	16	25	22	21	21	0.15	0.35	-0.1	-0.4	-0.12
4344	IPI:IPI00552149.2;IPI:IPI00395568.1;IPI:IPI00397700.5	PHF6;PHF6;PHF6	ENSP00000359835;ENSP00000377831;ENSP00000329097;ENSP00000359839;ENSP00000359836	NP_001015877;NP_115834;NP_115711	Q8IWS0-1;Q8IWS0-2;Q5JRC6;A8K230;Q5JRC7	OTTHUMP00000024063;OTTHUMP00000024062;OTTHUMP00000024065;OTTHUMP00000024064	5.58E-18	188.6	6	6	6	10	1	12	19	2	-0.01		-0.28	0.36	
4345	IPI:IPI00647786.1;IPI:IPI00395605.4;IPI:IPI00339379.3;IPI:IPI00433169.2;IPI:IPI00166711.4;IPI:IPI00643028.1	ARHGEF1;ARHGEF1;ARHGEF1;ARHGEF1;ARHGEF1	ENSP00000346532;ENSP00000337261;ENSP00000344429;ENSP00000367394;ENSP00000323044	NP_004697;NP_945353;NP_945328	Q92888-1;Q92888-2;Q6NX52;Q8NF33	OTTHUMP00000070906;OTTHUMP00000070907;OTTHUMP00000076109;OTTHUMP00000068710;OTTHUMP00000070908	2.31E-62	270.48	8	8	8	1	2	1	0	0					
4346	IPI:IPI00395627.3;IPI:IPI00552308.1;IPI:IPI00410678.1	CACYBP;CACYBP	ENSP00000356652;ENSP00000356654;ENSP00000375915	NP_055227;NP_001007215	Q9HB71-1;Q5R371;Q6NVY0;A6NLN3;Q5R370	OTTHUMP00000032884;OTTHUMP00000032885	0	1259.83	23	23	23	43	28	32	43	46	0.08	0.17	0.14	-0.06	0
4347	IPI:IPI00395654.7;IPI:IPI00376119.1;IPI:IPI00739595.1;IPI:IPI00739094.1;IPI:IPI00737155.1;IPI:IPI00737651.1;IPI:IPI00738231.1;IPI:IPI00645788.2;IPI:IPI00871300.1;IPI:IPI00514131.4;IPI:IPI00414365.1;IPI:IPI00641964.1;IPI:IPI00643790.1;IPI:IPI00647375.1;IPI:IPI00644248.1;IPI:IPI00642448.1	PRKACB;PRKACB;PRKACB;PRKACB;PRKACB;PRKACB;PRKACB;PRKACB;PRKACB;PRKACB;PRKACB;PRKACB;PRKACB;PRKACB;PRKACB	ENSP00000359723;ENSP00000359719;ENSP00000378314;ENSP00000359714;ENSP00000378315;ENSP00000359716;ENSP00000359715;ENSP00000359713;ENSP00000359722;ENSP00000359718	NP_002722;NP_891993;NP_997461	P22694-1;P22694-2;P22694-3;P22694-4;P22694-5;P22694-6;P22694-7;Q14VH1;Q5T1K7;Q5T1K6;Q5T1L3;A6NJF4;Q5T1K5;Q96B09;Q5T1L0;Q5T1L1;Q5T1K8;Q5T1K9	OTTHUMP00000011663;OTTHUMP00000011666;OTTHUMP00000011673;OTTHUMP00000011665;OTTHUMP00000011668;OTTHUMP00000011667;OTTHUMP00000011664;OTTHUMP00000011669;OTTHUMP00000011671;OTTHUMP00000011674;OTTHUMP00000011672	1.34E-122	697	18	3	3	5	1	3	3	3	-0.13		0	0.32	-0.03
4348	IPI:IPI00395667.3;IPI:IPI00793146.1;IPI:IPI00789684.1;IPI:IPI00792663.1;IPI:IPI00790850.1;IPI:IPI00796546.1	IFRD2;NAT6;NAT6;NAT6;NAT6;NAT6;NAT6	ENSP00000336936	NP_006755	Q12894;Q5TZV8;Q9UJ88	OTTHUMP00000171348;OTTHUMP00000171349;OTTHUMP00000171351;OTTHUMP00000171350;OTTHUMP00000171356;OTTHUMP00000171355	5.43E-75	121.23	2	2	2	5	3	3	3	5	-0.19	0.03	0	-0.86	-0.25
4349	IPI:IPI00395694.1;IPI:IPI00514317.1;IPI:IPI00455125.1;IPI:IPI00455127.1;IPI:IPI00872398.1	TNPO3;TNPO3;TNPO3;TNPO3;TNPO3	ENSP00000265388;ENSP00000376936;ENSP00000352254	NP_036602	Q9Y5L0-2;Q9Y5L0-4;Q9Y5L0-1;Q9Y5L0-3	OTTHUMP00000025036	0	1085.66	21	21	21	31	33	17	27	20	0.22	0.08	0.15	-0.27	-0.23
4353	IPI:IPI00395800.2	LOC134145	ENSP00000280330	NP_954584	Q6P4H8		1.63E-66	137.12	3	3	3	0	0	2	1	1					
4354	IPI:IPI00395865.4;IPI:IPI00646512.1;IPI:IPI00552530.2;IPI:IPI00647914.3;IPI:IPI00642026.1	RBBP7;RBBP7;RBBP7	ENSP00000331679;ENSP00000369427;ENSP00000369424;ENSP00000369425	NP_002884	Q16576;Q5JNZ9;Q6FHQ0;A8K6A2;Q5JP00;Q5JP01	OTTHUMP00000022992;OTTHUMP00000022994;OTTHUMP00000022991	0	741.07	14	7	7	11	8	16	15	7	0.11	0.08	0.14	0.34	-0.04
4355	IPI:IPI00395887.4	TXNDC1	ENSP00000267434	NP_110382	Q9H3N1	OTTHUMP00000028287	1.62E-130	604.2	12	12	12	37	48	35	57	47	0.01	-0.75	-0.18	0.08	0
4356	IPI:IPI00395894.2;IPI:IPI00514416.2;IPI:IPI00642035.1;IPI:IPI00642594.1;IPI:IPI00847862.1	SYS1;SYS1;SYS1;DBNDD2;SYS1;DBNDD2;SYS1-DBNDD2	ENSP00000243918;ENSP00000361812	NP_291020;NP_001093261	Q8N2H4;Q5QPU5;Q5QPU6;Q5QPU8	OTTHUMP00000031125;OTTHUMP00000031129;OTTHUMP00000031128;OTTHUMP00000031126;OTTHUMP00000031127	2.90E-60	93.94	2	2	2	0	5	0	2	1		0.15			
4357	IPI:IPI00395906.1;IPI:IPI00783904.2	MGC59937;LOC653325	ENSP00000383545;ENSP00000351967	NP_945352;XP_931983	Q86UY7;A8MQ03		5.66E-11	82.42	2	2	2	0	1	2	2	4					-0.35
4359	IPI:IPI00395998.5;IPI:IPI00794734.1;IPI:IPI00005589.1;IPI:IPI00739496.2;IPI:IPI00740288.2;IPI:IPI00787967.1;IPI:IPI00376817.1;IPI:IPI00797214.1	60S ribosomal protein L32;RPL32;LOC641856;hCG_18290	ENSP00000339064;ENSP00000380156;ENSP00000380158;ENSP00000275524	NP_000985;NP_001007074;NP_001007075;NP_001083496;XP_940848	P62910;A6NC28	OTTHUMP00000160235;OTTHUMP00000170276;OTTHUMP00000170277;OTTHUMP00000170279;OTTHUMP00000170281;OTTHUMP00000170278	4.66E-181	781.6	18	18	18	83	71	42	154	127	-0.05	0.02	0.07	-0.12	-0.02
4360	IPI:IPI00396000.4;IPI:IPI00854800.1;IPI:IPI00743143.1;IPI:IPI00793652.1;IPI:IPI00797005.1;IPI:IPI00792498.1;IPI:IPI00100415.4	ING4;-;ING4;ING4;ING4	ENSP00000343396;ENSP00000380024	NP_057246	Q9UNL4-2;Q9UNL4-1;A4KYM4;Q0EF62;Q4VBQ6;A4KYM6;A4KYM7;Q0EF63	OTTHUMP00000166459;OTTHUMP00000180574;OTTHUMP00000166458;OTTHUMP00000180575;OTTHUMP00000166461;OTTHUMP00000180576	3.10E-10	99.47	3	3	3	0	0	0	0	0					
4361	IPI:IPI00396058.2;IPI:IPI00797030.1;IPI:IPI00871611.1	NCAPG2;NCAPG2;NCAPG2	ENSP00000348657;ENSP00000275830	NP_060230	Q86XI2-2;Q86XI2-1;A4D228;Q75L29;Q9NXD3	OTTHUMP00000025564	1.18E-272	614.58	15	15	15	8	9	18	11	4	-0.8	-0.16	-0.01	-0.04	0.14
4362	IPI:IPI00396131.3	YTHDF3	ENSP00000368753	NP_689971	Q7Z739;Q658Z6;Q8N3V9;Q8NA80;Q96MZ5	OTTHUMP00000177566	6.98E-130	437.59	10	5	6	3	3	3	10	6	0.03	0.21	-0.05	0.14	0.14
4363	IPI:IPI00396171.3;IPI:IPI00871726.1;IPI:IPI00745518.1;IPI:IPI00220113.1;IPI:IPI00644980.1;IPI:IPI00333281.2	MAP4;MAP4;MAP4;MAP4	ENSP00000379083;ENSP00000353375	NP_002366	P27816-1;P27816-2;Q05D06;Q6NX68;Q59FT2		0	2133.22	49	27	49	44	91	77	107	107	0.02	0.14	0	-0.34	0.06
4364	IPI:IPI00396218.2;IPI:IPI00479300.7;IPI:IPI00795299.1;IPI:IPI00797048.1	SCYL2;SCYL2;SCYL2;SCYL2	ENSP00000354061;ENSP00000258506	NP_060458	Q6P3W7;A8KAB5;Q9NWE9	OTTHUMP00000168878;OTTHUMP00000168877;OTTHUMP00000168881;OTTHUMP00000168880	3.29E-12	86.72	2	2	2	0	0	0	0	0					
4365	IPI:IPI00396231.3;IPI:IPI00747743.1;IPI:IPI00797952.1;IPI:IPI00856087.1	C3orf64;C3orf64;-	ENSP00000373206;ENSP00000295571	NP_775925	Q5NDL2-1;Q5NDL2-3;A8K2U1	OTTHUMP00000162810;OTTHUMP00000171802	1.97E-25	220.41	6	6	6	1	0	3	4	5			-0.33	0.91	-0.18
4366	IPI:IPI00396258.3;IPI:IPI00788925.1;IPI:IPI00181135.4	BCAT2;BCAT2;BCAT2	ENSP00000322991	NP_001181	O15382-1;O15382-2;Q53EW7	OTTHUMP00000076143;OTTHUMP00000069889;OTTHUMP00000076144	1.57E-114	499.96	14	14	14	4	6	27	13	8	0.64	0.16	0.2	0.13	0.57
4367	IPI:IPI00396279.3;IPI:IPI00828013.2;IPI:IPI00744551.2	CLASP1;CLASP1;CLASP1	ENSP00000263710;ENSP00000380717;ENSP00000365365	NP_056097	Q7Z460-1;Q7Z460-2;Q7Z460-3;A2RU21;Q68D09;Q6TAR3		2.56E-212	691.32	18	14	18	1	4	12	5	7		0.14	0.23	-0.27	-0.04
4368	IPI:IPI00396314.4;IPI:IPI00790411.1;IPI:IPI00791933.1;IPI:IPI00795462.1;IPI:IPI00794753.1	CNOT10;CNOT10;CNOT10	ENSP00000329376;ENSP00000330060	NP_056257	Q9BU30;Q9HAH3;Q9H8X1;Q9H9A5;Q9H9W0;Q9H5J7	OTTHUMP00000170554;OTTHUMP00000161313;OTTHUMP00000170559;OTTHUMP00000170555	1.01E-66	221.62	5	5	5	6	2	4	3	0	-0.18		-0.3	-0.09	
4369	IPI:IPI00396321.1	LRRC59	ENSP00000225972	NP_060979	Q96AG4	OTTHUMP00000095790;OTTHUMP00000182021	0	1304.69	21	21	21	76	118	123	160	113	-0.06	0.16	-0.44	-0.15	0.04
4370	IPI:IPI00396329.1;IPI:IPI00644504.2;IPI:IPI00478298.1;IPI:IPI00016066.2	BXDC1;BXDC1;BXDC1	ENSP00000357857	NP_115570	Q9H7B2;A8K800;Q5VXN1;Q5VXN0;Q5VXM9	OTTHUMP00000017009;OTTHUMP00000017011;OTTHUMP00000017010	1.27E-265	769.85	17	17	17	29	35	32	46	33	-0.02	0.1	-0.04	-0.08	-0.05
4371	IPI:IPI00396370.5;IPI:IPI00719752.1;IPI:IPI00749239.1	EIF3B;EIF3B	ENSP00000354125;ENSP00000380206;ENSP00000316638	NP_001032360;NP_003742	P55884-1;P55884-2;A4D208;A4D210;Q59FS8;Q86UM1;Q96G38	OTTHUMP00000024457;OTTHUMP00000115601	0	2107.5	42	42	42	97	116	77	99	92	-0.07	0.04	0	-0.04	0.03
4372	IPI:IPI00396378.3;IPI:IPI00414696.1;IPI:IPI00874030.2;IPI:IPI00386854.5	HNRNPA2B1;HNRNPA2B1;HNRNPA2B1;HNRNPA2B1	ENSP00000346694;ENSP00000354021;ENSP00000349101;ENSP00000379677	NP_112533;NP_002128	P22626-1;P22626-2;A8K064;Q9BWA9	OTTHUMP00000122511;OTTHUMP00000025089;OTTHUMP00000122512	0	2127.61	37	34	36	347	340	396	792	438	0.02	-0.08	-0.03	0.17	0.06
4373	IPI:IPI00396406.6	MKRN2	ENSP00000170447	NP_054879	Q9H000;A6NIA2	OTTHUMP00000170270	3.53E-11	154.49	6	6	6	5	1	4	11	2	-0.22		-0.01	-0.04	
4374	IPI:IPI00396412.2;IPI:IPI00871157.1;IPI:IPI00873916.1;IPI:IPI00333420.5	SRPK2;SRPK2;SRPK2;SRPK2	ENSP00000377262;ENSP00000337679;ENSP00000377260;ENSP00000349863	NP_872634;NP_872633	P78362;A6NF09;A8MW44	OTTHUMP00000024613	2.84E-19	276	10	7	7	1	1	4	1	2			-0.2		
4375	IPI:IPI00396435.3;IPI:IPI00641898.1	DHX15	ENSP00000336741	NP_001349	O43143		0	2057.41	42	41	42	150	132	193	154	131	-0.01	-0.92	-0.08	-0.04	0.03
4377	IPI:IPI00396485.3;IPI:IPI00025447.8;IPI:IPI00472724.1;IPI:IPI00869052.1;IPI:IPI00641459.3;IPI:IPI00872032.1;IPI:IPI00382804.1;IPI:IPI00873616.1	Elongation factor 1-alpha 1;EEF1A1;-	ENSP00000330054;ENSP00000339053;ENSP00000339063;ENSP00000350920;ENSP00000332874	NP_001393	P68104;A8K9C4;Q16577;Q504Z0;Q53G85;Q53G89;Q53GA1;Q53GE9;Q53HM9;Q53HQ7;Q53HR1;Q53HR5;Q6IPN6;Q6IPS9;Q6IPT9;Q8IUB0;Q96RE1;Q9H2I7;Q9NZS6;A6NN39;A6PW80;Q2F837;Q6IQ15;Q6P082;Q6P4C9;Q8TBL1;Q96C29;Q96CD8;Q96EB3;Q5VTE0	O;OTTHUMP00000196138;OTTHUMP00000022445	0	1990.84	39	13	39	429	459	475	609	429	-0.11	0	0	-0.41	-0.05
4378	IPI:IPI00396627.1;IPI:IPI00789842.1;IPI:IPI00398823.1;IPI:IPI00398822.1;IPI:IPI00798145.1	ELAC2;ELAC2;ELAC2	ENSP00000337445;ENSP00000379291	NP_060597	Q9BQ52-1;Q9BQ52-3;Q9HAS7	OTTHUMP00000064669;OTTHUMP00000183214;OTTHUMP00000064670	0	1213.79	28	28	28	33	22	40	19	9	-0.14	0.03	0.15	-0.34	0.08
4379	IPI:IPI00396634.3	CTA-221G9.4	ENSP00000351207	XP_371461;XP_943782	Q9BY89-1	OTTHUMP00000028561	2.37E-28	238.54	8	8	8	0	7	0	1	5		-0.31			0
4380	IPI:IPI00845516.1;IPI:IPI00396658.3;IPI:IPI00658177.1;IPI:IPI00464981.2;IPI:IPI00657824.1;IPI:IPI00658094.1;IPI:IPI00658142.1;IPI:IPI00658207.1	ITFG3;ITFG3;ITFG3	ENSP00000301678;ENSP00000382814;ENSP00000301679;ENSP00000375103	NP_114428	Q9H0X4-1;Q9H0X4-2	OTTHUMP00000067159;OTTHUMP00000067161;OTTHUMP00000080437;OTTHUMP00000080438;OTTHUMP00000067160;OTTHUMP00000080436;OTTHUMP00000067342	4.07E-13	63.88	3	3	3	0	0	0	2	0					
4381	IPI:IPI00410040.2;IPI:IPI00396937.1;IPI:IPI00410039.1;IPI:IPI00855705.1;IPI:IPI00410043.3;IPI:IPI00152093.3;IPI:IPI00397558.1;IPI:IPI00789923.1	PPHLN1;PPHLN1;PPHLN1;PPHLN1;PPHLN1;PPHLN1	ENSP00000378947;ENSP00000351066;ENSP00000338510;ENSP00000378935;ENSP00000322048;ENSP00000256678	NP_958923;NP_958847;NP_057572;NP_958848	Q8NEY8-2;Q8NEY8-8;Q8NEY8-1;Q8NEY8-6;Q8NEY8-3;Q6ZV68	OTTHUMP00000167149;OTTHUMP00000167153;OTTHUMP00000167152;OTTHUMP00000167148	2.28E-07	110.13	4	4	4	2	0	5	1	0			0		
4382	IPI:IPI00743342.2;IPI:IPI00396967.2;IPI:IPI00398431.2	Four and a half LIM domains protein 2;FHL2	ENSP00000322909;ENSP00000344266;ENSP00000350846;ENSP00000377020;ENSP00000377021	NP_001034581;NP_001441;NP_963849;NP_963851	Q14192;Q2I5I4;Q4G0X1;Q53QP3;Q53T40;Q6I9R8;Q2TSB7;Q2XQU9	OTTHUMP00000161373;OTTHUMP00000161374	3.63E-192	438.05	10	10	10	3	0	0	4	3	0.28			-0.08	-0.11
4384	IPI:IPI00397098.1	FAU			P62861		1.79E-15	194.03	5	1	5	32	29	25	28	39	-0.06	0.05	-0.07	-0.14	0
4386	IPI:IPI00397376.1;IPI:IPI00871544.1;IPI:IPI00451437.1;IPI:IPI00168501.3;IPI:IPI00478662.2;IPI:IPI00426049.2;IPI:IPI00291357.2;IPI:IPI00168449.1	ZC3H14;ZC3H14;ZC3H14;ZC3H14;ZC3H14	ENSP00000251038;ENSP00000377164;ENSP00000307025;ENSP00000338002;ENSP00000352250;ENSP00000377150	NP_079100;NP_997543;NP_997544	Q6PJ32;Q6PJT7;Q86TW0;Q86TW1;Q9Y5A0;A8MY46;Q6PUI8;Q9HAC9;Q8NCZ3	OTTHUMP00000028241	1.89E-38	200.18	5	5	5	0	3	2	1	0		-0.04			
4389	IPI:IPI00397526.2;IPI:IPI00479307.3;IPI:IPI00790503.2	MYH10;MYH10;MYH10	ENSP00000269243;ENSP00000369315;ENSP00000353590;ENSP00000379539	NP_005955	P35580-1;P35580-2;P35580-3;Q149N3;Q6PK16;Q9BWG0;Q9UMG3;Q149N4;Q15753;Q9UE82;Q4LE45	OTTHUMP00000135337;OTTHUMP00000183184;OTTHUMP00000165800;OTTHUMP00000165799	0	4579.53	90	60	66	60	68	56	76	63	0.01	-0.08	-0.01	0.4	0.29
4391	IPI:IPI00397801.4;IPI:IPI00787398.1	FLG2;LOC648187	ENSP00000271816;ENSP00000373370	NP_001014364;XP_001127446	Q5D862	OTTHUMP00000014119	2.28E-19	127.13	2	2	2	1	0	1	5	0				0.4	
4392	IPI:IPI00397836.1	GSG2	ENSP00000325290	NP_114171	Q8TF76-1;A0PJ70;A8K9K0	OTTHUMP00000115873;OTTHUMP00000182701	4.77E-08	78.46	3	3	3	0	0	0	0	0					
4393	IPI:IPI00397904.6;IPI:IPI00644506.1	NUP93;NUP93	ENSP00000310668	NP_055484	Q8N1F7;A8K897	OTTHUMP00000081331;OTTHUMP00000164379;OTTHUMP00000081332	0	2147.26	45	45	45	100	99	109	89	71	-0.09	0.02	0.05	0	-0.05
4394	IPI:IPI00397949.3;IPI:IPI00412420.5;IPI:IPI00442012.3	GPR56;GPR56	ENSP00000373464;ENSP00000373465;ENSP00000369018	NP_958932;NP_958933;NP_005673	Q9Y653;A6NIT7;A6NJV9	OTTHUMP00000080698;OTTHUMP00000080700;OTTHUMP00000080701;OTTHUMP00000080702;OTTHUMP00000080699;OTTHUMP00000108215	2.45E-80	361.13	10	10	10	13	15	33	24	7	-0.99	0.13	0.22	0.38	0.27
4395	IPI:IPI00397994.3	LOC389203	ENSP00000317556	XP_001131316	Q8N5G0;Q9BRT5		1.55E-57	136.86	4	4	4	3	4	5	4	7	0.03	-0.06	0.2	0.13	0.2
4396	IPI:IPI00398020.7;IPI:IPI00783462.1;IPI:IPI00788121.1	ODZ3;ODZ3;ODZ3		NP_001073946;XP_001132645;XP_936693;XP_945815	Q9P273;A6NG95		1.26E-05	70.78	4	4	4	0	0	0	0	0					
4397	IPI:IPI00398154.2;IPI:IPI00444138.3;IPI:IPI00163565.6;IPI:IPI00854646.1;IPI:IPI00383447.1	AFAP1	ENSP00000351245;ENSP00000353402	NP_067651;NP_940997	A8K442;Q59EY5;Q8N556;Q9HBY1	OTTHUMP00000155170	4.00E-40	336.7	7	7	7	6	3	3	1	4	0.02	-0.34	0.11		-0.06
4399	IPI:IPI00398505.5	USP24	ENSP00000294383	NP_056121	Q9UPU5;A6NCP2	OTTHUMP00000009832	7.72E-53	496.04	17	17	17	0	0	0	0	0					
